"Plot Title: GCREW_cond_6.28.2019"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20625481, SEN S/N: 20625481)","High Range, μS/cm (LGR S/N: 20625481, SEN S/N: 20625481)","Temp, °C (LGR S/N: 20625481, SEN S/N: 20625481)","Specific Conductance, μS/cm (LGR S/N: 20625481)"
101,06/29/19 03:45:00 PM,9098.2,9683.1,32.17,8635.2
102,06/29/19 04:00:00 PM,9084.7,9681.4,32.35,8604.4
103,06/29/19 04:15:00 PM,9101.9,9697.1,32.62,8574.7
104,06/29/19 04:30:00 PM,9027.9,9621.1,32.48,8530.3
105,06/29/19 04:45:00 PM,8797.6,9341.1,31.41,8453.1
106,06/29/19 05:00:00 PM,8768.4,9313.6,31.29,8447.9
107,06/29/19 05:15:00 PM,8605.7,9128.2,30.60,8391.2
108,06/29/19 05:30:00 PM,8499.3,9014.6,30.63,8282.2
109,06/29/19 05:45:00 PM,6040.2,6321.8,27.29,6207.1
110,06/29/19 06:00:00 PM,4733.4,4960.8,26.07,4994.5
111,06/29/19 06:15:00 PM,5155.1,5405.0,26.53,5390.4
112,06/29/19 06:30:00 PM,4629.8,4848.3,26.20,4868.4
113,06/29/19 06:45:00 PM,4465.5,4677.5,25.95,4721.5
114,06/29/19 07:00:00 PM,4600.8,4824.0,25.96,4868.5
115,06/29/19 07:15:00 PM,4732.0,4956.9,26.05,4993.4
116,06/29/19 07:30:00 PM,4867.3,5104.4,26.03,5144.3
117,06/29/19 07:45:00 PM,4903.7,5143.6,25.96,5191.5
118,06/29/19 08:00:00 PM,4937.5,5175.1,25.93,5226.7
119,06/29/19 08:15:00 PM,4973.4,5211.8,25.86,5271.5
120,06/29/19 08:30:00 PM,5021.0,5267.3,25.80,5334.5
121,06/29/19 08:45:00 PM,5055.8,5300.2,25.75,5373.5
122,06/29/19 09:00:00 PM,5109.1,5358.4,25.73,5435.0
123,06/29/19 09:15:00 PM,5184.7,5438.7,25.58,5533.9
124,06/29/19 09:30:00 PM,5222.0,5477.7,25.47,5586.5
125,06/29/19 09:45:00 PM,5231.6,5488.7,25.37,5609.6
126,06/29/19 10:00:00 PM,5233.7,5492.6,25.30,5622.0
127,06/29/19 10:15:00 PM,5222.7,5479.0,25.21,5618.9
128,06/29/19 10:30:00 PM,5183.3,5442.0,25.11,5592.8
129,06/29/19 10:45:00 PM,5186.1,5447.2,25.04,5606.6
130,06/29/19 11:00:00 PM,5157.2,5416.7,25.06,5573.0
131,06/29/19 11:15:00 PM,5150.3,5408.3,25.05,5565.7
132,06/29/19 11:30:00 PM,5185.4,5449.8,25.17,5594.4
133,06/29/19 11:45:00 PM,5500.6,5782.6,25.47,5899.0
134,06/30/19 12:00:00 AM,6747.7,7111.0,26.68,7074.7
135,06/30/19 12:15:00 AM,6183.3,6502.0,26.17,6537.4
136,06/30/19 12:30:00 AM,6443.8,6784.7,26.49,6776.9
137,06/30/19 12:45:00 AM,6750.8,7115.2,26.75,7069.3
138,06/30/19 01:00:00 AM,7401.5,7822.5,27.42,7666.6
139,06/30/19 01:15:00 AM,7665.6,8116.6,27.60,7926.1
140,06/30/19 01:30:00 AM,7825.2,8296.6,27.96,8043.4
141,06/30/19 01:45:00 AM,7937.8,8431.6,28.16,8141.6
142,06/30/19 02:00:00 AM,8005.8,8511.0,28.26,8202.0
143,06/30/19 02:15:00 AM,8018.4,8518.7,28.26,8209.7
144,06/30/19 02:30:00 AM,8034.5,8546.3,28.18,8249.8
145,06/30/19 02:45:00 AM,8037.0,8550.9,28.18,8254.5
146,06/30/19 03:00:00 AM,8075.8,8587.0,28.16,8292.9
147,06/30/19 03:15:00 AM,8141.0,8669.5,28.29,8351.0
148,06/30/19 03:30:00 AM,8164.8,8695.1,28.37,8362.4
149,06/30/19 03:45:00 AM,8175.0,8708.3,28.40,8370.3
150,06/30/19 04:00:00 AM,8169.9,8712.1,28.40,8374.2
151,06/30/19 04:15:00 AM,8128.3,8669.5,28.16,8373.7
152,06/30/19 04:30:00 AM,8031.9,8547.8,27.61,8348.6
153,06/30/19 04:45:00 AM,7920.2,8426.3,27.23,8294.0
154,06/30/19 05:00:00 AM,7831.0,8319.3,26.99,8229.1
155,06/30/19 05:15:00 AM,7803.6,8291.4,26.85,8225.3
156,06/30/19 05:30:00 AM,7735.7,8209.4,26.63,8181.0
157,06/30/19 05:45:00 AM,7640.9,8100.9,26.32,8124.9
158,06/30/19 06:00:00 AM,7355.5,7785.2,25.80,7893.1
159,06/30/19 06:15:00 AM,7201.0,7613.9,25.48,7771.4
160,06/30/19 06:30:00 AM,7097.8,7498.7,25.22,7695.8
161,06/30/19 06:45:00 AM,6962.3,7342.4,24.97,7575.3
162,06/30/19 07:00:00 AM,6868.6,7246.8,24.77,7508.6
163,06/30/19 07:15:00 AM,6794.1,7170.0,24.64,7449.7
164,06/30/19 07:30:00 AM,6691.5,7057.8,24.52,7352.0
165,06/30/19 07:45:00 AM,6611.7,6971.4,24.41,7279.2
166,06/30/19 08:00:00 AM,6559.8,6917.3,24.37,7229.0
167,06/30/19 08:15:00 AM,6531.7,6884.0,24.42,7186.8
168,06/30/19 08:30:00 AM,6508.1,6861.9,24.51,7150.2
169,06/30/19 08:45:00 AM,6471.7,6824.7,24.62,7095.1
170,06/30/19 09:00:00 AM,6443.8,6789.5,24.77,7036.3
171,06/30/19 09:15:00 AM,6418.9,6768.9,24.95,6988.6
172,06/30/19 09:30:00 AM,6410.6,6757.2,25.14,6948.9
173,06/30/19 09:45:00 AM,6412.8,6765.5,25.36,6925.6
174,06/30/19 10:00:00 AM,6401.5,6754.5,25.59,6881.3
175,06/30/19 10:15:00 AM,6376.7,6731.8,25.85,6821.3
176,06/30/19 10:30:00 AM,6443.0,6801.2,26.16,6847.7
177,06/30/19 10:45:00 AM,6468.0,6832.9,26.36,6851.4
178,06/30/19 11:00:00 AM,6521.0,6889.6,26.62,6871.5
179,06/30/19 11:15:00 AM,6588.8,6968.6,26.97,6900.8
180,06/30/19 11:30:00 AM,6667.6,7048.1,27.41,6917.4
181,06/30/19 11:45:00 AM,6673.0,7062.0,27.84,6871.1
182,06/30/19 12:00:00 PM,6696.1,7079.5,28.16,6844.1
183,06/30/19 12:15:00 PM,6769.3,7167.9,28.76,6847.0
184,06/30/19 12:30:00 PM,6757.0,7163.6,28.98,6813.2
185,06/30/19 12:45:00 PM,6863.2,7275.1,29.08,6905.7
186,06/30/19 01:00:00 PM,6891.2,7297.7,29.00,6938.4
187,06/30/19 01:15:00 PM,7050.4,7482.2,29.81,7001.1
188,06/30/19 01:30:00 PM,7205.7,7661.6,30.60,7059.4
189,06/30/19 01:45:00 PM,7214.5,7673.9,30.67,7061.4
190,06/30/19 02:00:00 PM,7260.0,7725.5,30.98,7066.5
191,06/30/19 02:15:00 PM,7242.5,7713.1,31.00,7052.6
192,06/30/19 02:30:00 PM,7323.4,7797.7,31.14,7110.9
193,06/30/19 02:45:00 PM,7372.5,7867.2,31.58,7114.1
194,06/30/19 03:00:00 PM,7445.2,7943.8,31.78,7156.1
195,06/30/19 03:15:00 PM,7475.2,7985.1,32.06,7155.2
196,06/30/19 03:30:00 PM,7456.5,7968.9,32.24,7116.4
197,06/30/19 03:45:00 PM,7444.4,7957.8,32.53,7067.7
198,06/30/19 04:00:00 PM,7424.2,7946.7,33.00,6995.7
199,06/30/19 04:15:00 PM,7372.5,7888.5,33.07,6935.5
200,06/30/19 04:30:00 PM,7351.5,7867.2,32.90,6939.2
201,06/30/19 04:45:00 PM,7331.4,7847.4,32.72,6945.5
202,06/30/19 05:00:00 PM,7280.9,7786.7,32.75,6888.0
203,06/30/19 05:15:00 PM,7264.0,7767.7,32.64,6885.7
204,06/30/19 05:30:00 PM,7174.7,7658.0,32.52,6804.1
205,06/30/19 05:45:00 PM,7158.0,7652.2,32.27,6831.5
206,06/30/19 06:00:00 PM,6953.7,7419.3,31.29,6749.1
207,06/30/19 06:15:00 PM,7026.7,7496.6,31.07,6848.5
208,06/30/19 06:30:00 PM,7058.3,7528.1,30.95,6893.5
209,06/30/19 06:45:00 PM,7043.3,7514.5,30.79,6902.6
210,06/30/19 07:00:00 PM,6986.7,7445.7,30.34,6899.6
211,06/30/19 07:15:00 PM,6922.4,7374.4,29.87,6896.9
212,06/30/19 07:30:00 PM,6860.8,7311.2,29.32,6912.4
213,06/30/19 07:45:00 PM,6834.4,7287.8,28.86,6953.7
214,06/30/19 08:00:00 PM,6801.1,7248.9,28.45,6973.6
215,06/30/19 08:15:00 PM,6753.9,7198.1,28.00,6987.8
216,06/30/19 08:30:00 PM,6715.3,7160.1,27.65,7000.4
217,06/30/19 08:45:00 PM,6689.2,7125.0,27.34,7010.3
218,06/30/19 09:00:00 PM,6673.8,7106.8,27.12,7024.0
219,06/30/19 09:15:00 PM,6660.0,7092.8,26.88,7044.8
220,06/30/19 09:30:00 PM,6653.8,7089.3,26.64,7076.3
221,06/30/19 09:45:00 PM,6627.8,7068.3,26.43,7086.1
222,06/30/19 10:00:00 PM,6621.7,7059.9,26.25,7104.3
223,06/30/19 10:15:00 PM,6615.5,7054.3,26.07,7125.3
224,06/30/19 10:30:00 PM,6601.0,7044.6,25.91,7139.4
225,06/30/19 10:45:00 PM,6594.9,7040.4,25.83,7147.2
226,06/30/19 11:00:00 PM,6572.0,7022.2,25.72,7145.3
227,06/30/19 11:15:00 PM,6563.6,7009.7,25.62,7147.7
228,06/30/19 11:30:00 PM,6552.2,7011.1,25.51,7165.8
229,06/30/19 11:45:00 PM,6733.8,7210.8,26.11,7278.6
230,07/01/19 12:00:00 AM,6774.0,7265.2,26.22,7317.1
231,07/01/19 12:15:00 AM,6805.7,7304.1,26.42,7326.1
232,07/01/19 12:30:00 AM,6853.1,7358.8,26.56,7360.0
233,07/01/19 12:45:00 AM,6867.8,7368.7,26.67,7353.4
234,07/01/19 01:00:00 AM,6913.8,7423.6,26.79,7390.2
235,07/01/19 01:15:00 AM,6941.2,7454.3,26.89,7405.8
236,07/01/19 01:30:00 AM,6974.9,7486.5,27.01,7419.7
237,07/01/19 01:45:00 AM,7018.1,7534.6,27.21,7437.2
238,07/01/19 02:00:00 AM,7055.9,7581.4,27.27,7474.5
239,07/01/19 02:15:00 AM,7097.0,7631.2,27.37,7508.5
240,07/01/19 02:30:00 AM,7106.5,7642.1,27.34,7524.0
241,07/01/19 02:45:00 AM,7151.7,7693.5,27.45,7557.9
242,07/01/19 03:00:00 AM,7190.6,7737.1,27.54,7587.1
243,07/01/19 03:15:00 AM,7242.5,7791.1,27.66,7621.7
244,07/01/19 03:30:00 AM,7235.3,7784.5,27.76,7600.1
245,07/01/19 03:45:00 AM,7231.3,7781.6,27.78,7594.4
246,07/01/19 04:00:00 AM,7198.6,7742.2,27.66,7574.5
247,07/01/19 04:15:00 AM,7144.5,7691.3,27.64,7528.0
248,07/01/19 04:30:00 AM,7111.2,7647.9,27.54,7500.9
249,07/01/19 04:45:00 AM,7080.4,7600.9,27.11,7520.5
250,07/01/19 05:00:00 AM,7067.7,7586.4,26.96,7529.5
251,07/01/19 05:15:00 AM,7037.0,7557.6,26.42,7584.8
252,07/01/19 05:30:00 AM,7033.8,7551.9,26.43,7577.7
253,07/01/19 05:45:00 AM,6972.5,7478.6,25.91,7585.6
254,07/01/19 06:00:00 AM,6957.6,7469.3,25.51,7639.8
255,07/01/19 06:15:00 AM,6892.0,7386.5,24.81,7667.2
256,07/01/19 06:30:00 AM,6864.7,7356.6,24.66,7660.7
257,07/01/19 06:45:00 AM,6785.6,7260.9,23.81,7699.4
258,07/01/19 07:00:00 AM,6767.8,7244.7,23.71,7699.0
259,07/01/19 07:15:00 AM,6739.2,7208.0,23.45,7703.2
260,07/01/19 07:30:00 AM,6575.1,7039.0,23.22,7560.2
261,07/01/19 07:45:00 AM,6709.9,7173.5,23.18,7711.6
262,07/01/19 08:00:00 AM,6683.8,7151.0,23.08,7704.3
263,07/01/19 08:15:00 AM,6678.4,7144.0,23.07,7698.7
264,07/01/19 08:30:00 AM,6683.8,7144.7,23.08,7698.0
265,07/01/19 08:45:00 AM,6663.8,7132.7,23.10,7681.9
266,07/01/19 09:00:00 AM,6655.4,7123.6,23.20,7655.7
267,07/01/19 09:15:00 AM,6663.8,7128.5,23.35,7636.4
268,07/01/19 09:30:00 AM,6674.6,7141.9,23.57,7614.8
269,07/01/19 09:45:00 AM,6686.1,7164.3,23.87,7589.9
270,07/01/19 10:00:00 AM,6715.3,7196.0,24.14,7579.8
271,07/01/19 10:15:00 AM,6758.5,7239.7,24.48,7571.0
272,07/01/19 10:30:00 AM,6787.9,7279.3,24.79,7562.8
273,07/01/19 10:45:00 AM,6822.8,7319.7,25.10,7555.5
274,07/01/19 11:00:00 AM,6837.5,7338.9,25.26,7550.1
275,07/01/19 11:15:00 AM,6850.0,7347.4,25.31,7551.2
276,07/01/19 11:30:00 AM,6852.3,7354.5,25.26,7566.6
277,07/01/19 11:45:00 AM,6888.1,7402.9,25.66,7553.1
278,07/01/19 12:00:00 PM,6957.6,7486.5,26.19,7555.0
279,07/01/19 12:15:00 PM,7034.6,7582.1,26.73,7567.0
280,07/01/19 12:30:00 PM,7022.0,7571.3,26.52,7589.2
281,07/01/19 12:45:00 PM,7046.4,7590.0,26.67,7584.7
282,07/01/19 01:00:00 PM,7204.9,7788.2,27.84,7599.7
283,07/01/19 01:15:00 PM,7208.1,7792.6,27.79,7611.9
284,07/01/19 01:30:00 PM,7136.6,7707.3,27.28,7607.1
285,07/01/19 01:45:00 PM,7185.0,7804.2,28.76,7476.6
286,07/01/19 02:00:00 PM,7550.1,8212.4,29.87,7697.1
287,07/01/19 02:15:00 PM,7555.8,8221.4,29.92,7698.2
288,07/01/19 02:30:00 PM,7715.8,8427.0,30.79,7758.3
289,07/01/19 02:45:00 PM,7790.3,8510.2,31.19,7774.8
290,07/01/19 03:00:00 PM,7700.2,8423.2,31.40,7664.5
291,07/01/19 03:15:00 PM,7960.5,8723.8,31.85,7870.1
292,07/01/19 03:30:00 PM,8015.1,8800.1,32.09,7902.9
293,07/01/19 03:45:00 PM,8125.8,8929.4,32.35,7979.7
294,07/01/19 04:00:00 PM,8119.0,8932.5,32.36,7981.2
295,07/01/19 04:15:00 PM,8136.0,8946.7,31.92,8061.3
296,07/01/19 04:30:00 PM,8137.7,8919.9,31.29,8135.0
297,07/01/19 04:45:00 PM,6729.2,7327.5,30.67,6763.5
298,07/01/19 05:00:00 PM,8089.3,8872.0,30.67,8189.4
299,07/01/19 05:15:00 PM,8137.7,8934.1,30.14,8332.5
300,07/01/19 05:30:00 PM,8117.3,8928.6,31.24,8151.7
301,07/01/19 05:45:00 PM,8163.1,9019.4,32.38,8057.4
302,07/01/19 06:00:00 PM,8148.7,9016.2,32.54,8030.3
303,07/01/19 06:15:00 PM,8021.0,8880.6,32.00,7991.4
304,07/01/19 06:30:00 PM,7939.5,8772.0,31.45,7977.4
305,07/01/19 06:45:00 PM,7863.5,8676.5,30.94,7968.7
306,07/01/19 07:00:00 PM,7785.3,8592.4,30.50,7959.3
307,07/01/19 07:15:00 PM,7708.4,8487.3,29.97,7944.0
308,07/01/19 07:30:00 PM,7667.2,8435.4,29.59,7954.8
309,07/01/19 07:45:00 PM,7602.4,8360.9,29.19,7947.3
310,07/01/19 08:00:00 PM,7524.8,8262.7,28.74,7924.7
311,07/01/19 08:15:00 PM,7433.9,8150.2,28.33,7881.4
312,07/01/19 08:30:00 PM,7399.1,8106.1,28.01,7889.6
313,07/01/19 08:45:00 PM,7366.0,8055.5,27.76,7880.2
314,07/01/19 09:00:00 PM,7320.2,8004.4,27.54,7865.4
315,07/01/19 09:15:00 PM,7297.7,7978.5,27.32,7875.3
316,07/01/19 09:30:00 PM,7268.8,7941.5,27.07,7879.1
317,07/01/19 09:45:00 PM,7213.7,7884.1,26.83,7860.8
318,07/01/19 10:00:00 PM,7154.0,7810.1,26.58,7827.4
319,07/01/19 10:15:00 PM,7188.2,7854.0,26.75,7844.1
320,07/01/19 10:30:00 PM,7201.0,7873.8,26.76,7862.5
321,07/01/19 10:45:00 PM,7197.0,7869.4,26.64,7877.7
322,07/01/19 11:00:00 PM,7131.0,7790.4,26.43,7832.7
323,07/01/19 11:15:00 PM,7135.0,7791.8,26.41,7837.5
324,07/01/19 11:30:00 PM,7131.0,7791.1,26.36,7845.1
325,07/01/19 11:45:00 PM,7127.9,7784.5,26.32,7845.2
326,07/02/19 12:00:00 AM,7143.7,7805.0,26.28,7872.6
327,07/02/19 12:15:00 AM,7159.6,7818.1,26.25,7890.9
328,07/02/19 12:30:00 AM,7187.4,7854.8,26.27,7924.9
329,07/02/19 12:45:00 AM,7234.5,7915.0,26.37,7969.4
330,07/02/19 01:00:00 AM,7260.0,7948.2,26.43,7993.2
331,07/02/19 01:15:00 AM,7292.1,7996.2,26.81,7979.1
332,07/02/19 01:30:00 AM,7308.1,8007.3,27.38,7897.9
333,07/02/19 01:45:00 AM,7342.7,8028.8,27.84,7845.9
334,07/02/19 02:00:00 AM,7383.8,8070.4,28.16,7836.1
335,07/02/19 02:15:00 AM,7442.0,8147.9,28.29,7890.9
336,07/02/19 02:30:00 AM,7552.5,8271.8,28.37,7998.3
337,07/02/19 02:45:00 AM,7579.5,8310.2,28.33,8042.1
338,07/02/19 03:00:00 AM,7598.3,8340.5,28.28,8079.7
339,07/02/19 03:15:00 AM,7587.7,8335.9,28.23,8083.6
340,07/02/19 03:30:00 AM,7696.9,8501.0,28.32,8229.1
341,07/02/19 03:45:00 AM,7806.1,8646.3,28.37,8361.6
342,07/02/19 04:00:00 AM,8010.9,8920.7,28.53,8599.6
343,07/02/19 04:15:00 AM,8262.9,9251.6,28.69,8890.4
344,07/02/19 04:30:00 AM,8369.4,9390.5,28.75,9013.3
345,07/02/19 04:45:00 AM,8405.7,9446.6,28.74,9069.3
346,07/02/19 05:00:00 AM,8457.6,9516.8,28.74,9136.9
347,07/02/19 05:15:00 AM,8479.3,9553.7,28.72,9176.3
348,07/02/19 05:30:00 AM,8461.1,9552.1,28.69,9180.5
349,07/02/19 05:45:00 AM,8481.9,9575.1,28.63,9213.9
350,07/02/19 06:00:00 AM,8463.7,9563.6,28.56,9215.9
351,07/02/19 06:15:00 AM,8435.1,9520.1,28.32,9218.5
352,07/02/19 06:30:00 AM,8371.2,9442.6,28.16,9173.1
353,07/02/19 06:45:00 AM,8302.4,9345.1,27.97,9113.5
354,07/02/19 07:00:00 AM,8180.2,9198.6,27.64,9030.9
355,07/02/19 07:15:00 AM,7946.2,8907.3,27.27,8811.1
356,07/02/19 07:30:00 AM,7907.7,8850.9,26.91,8820.2
357,07/02/19 07:45:00 AM,7789.5,8696.6,26.59,8723.7
358,07/02/19 08:00:00 AM,7690.3,8569.3,26.35,8638.9
359,07/02/19 08:15:00 AM,7594.2,8453.7,26.11,8565.0
360,07/02/19 08:30:00 AM,7560.7,8411.0,26.00,8541.5
361,07/02/19 08:45:00 AM,7524.0,8354.1,25.85,8510.4
362,07/02/19 09:00:00 AM,7507.7,8333.7,25.78,8502.2
363,07/02/19 09:15:00 AM,7460.6,8280.8,25.68,8466.1
364,07/02/19 09:30:00 AM,7431.4,8237.9,25.64,8429.5
365,07/02/19 09:45:00 AM,7395.1,8200.3,25.63,8393.1
366,07/02/19 10:00:00 AM,7385.4,8186.9,25.67,8372.6
367,07/02/19 10:15:00 AM,7375.7,8168.9,25.70,8349.2
368,07/02/19 10:30:00 AM,7378.9,8178.6,25.84,8335.0
369,07/02/19 10:45:00 AM,7388.6,8195.1,26.00,8324.3
370,07/02/19 11:00:00 AM,7411.2,8224.4,26.22,8316.4
371,07/02/19 11:15:00 AM,7420.1,8241.7,26.39,8304.9
372,07/02/19 11:30:00 AM,7422.5,8240.9,26.60,8268.5
373,07/02/19 11:45:00 AM,7448.4,8283.1,26.90,8260.0
374,07/02/19 12:00:00 PM,7425.0,8248.4,27.06,8198.8
375,07/02/19 12:15:00 PM,7559.1,8373.8,27.38,8269.6
376,07/02/19 12:30:00 PM,7638.5,8448.4,27.66,8296.2
377,07/02/19 12:45:00 PM,7672.2,8489.6,28.06,8269.8
378,07/02/19 01:00:00 PM,7685.3,8509.5,28.32,8246.3
379,07/02/19 01:15:00 PM,7685.3,8513.3,28.51,8218.8
380,07/02/19 01:30:00 PM,7700.2,8524.8,28.51,8230.2
